name,type,tag,lat,lng
Weis,grocery,supermarket,39.3992246,-77.3460515
Giant,grocery,supermarket,38.9084904,-77.4067398
Food Lion,grocery,supermarket,39.1048288,-77.5683365
Soda Pop Shop,grocery,convenience,39.408723,-76.513351
Sunoco,grocery,convenience,38.80352,-76.95177
BJ's Wholesale Club,grocery,wholesale,39.4300405,-75.0324157
Acme Markets,grocery,supermarket,39.4797572,-74.9985986
Giant,grocery,supermarket,38.9054727,-77.2581919
Assal Market,grocery,supermarket,38.9052796,-77.2617363
Save-A-Lot,grocery,supermarket,39.4274441,-75.2321772
ShopRite,grocery,supermarket,39.4571777,-75.2131564
Wawa,grocery,convenience,39.421448,-75.038543
Safeway,grocery,supermarket,39.0208174,-76.9760134
Giant,grocery,supermarket,39.0412196,-76.9889051
7-Eleven,grocery,convenience,38.988783,-77.0954033
Jumbo Foods,grocery,supermarket,38.8036303,-76.9533748
Giant,grocery,supermarket,38.991893,-77.031655
Metro Conv.,grocery,convenience,38.9924398,-77.0308178
News & Valet,grocery,convenience,38.9932003,-77.0311611
Martin's,grocery,supermarket,38.0679875,-78.929107
ALDI,grocery,supermarket,39.0099092,-77.041696
Eagle Express,grocery,convenience,38.9373316,-77.0890437
Valero,grocery,convenience,39.6213133,-75.6421016
Martin's,grocery,supermarket,38.4235446,-78.8409602
Wawa,grocery,convenience,39.6318681,-75.6604376
Graul's Market,grocery,supermarket,39.5924563,-76.6696849
7-Eleven,grocery,convenience,39.5903297,-76.6638951
Battleview Market,grocery,convenience,39.4619635,-77.7452643
Giant,grocery,supermarket,39.0260737,-77.1277445
Unnamed convenience,grocery,convenience,38.9998085,-77.1099713
Lidl,grocery,supermarket,38.7778049,-77.2649929
Giant,grocery,supermarket,38.7152903,-77.2625036
Safeway,grocery,supermarket,39.0166704,-77.2084779
Trader Joe's,grocery,supermarket,39.031441,-77.0036075
7-Eleven,grocery,convenience,39.0202825,-77.0132457
7-Eleven,grocery,convenience,39.0429678,-77.0475106
Cornucopia,grocery,convenience,38.9903333,-77.099927
Trader Joe's,grocery,supermarket,39.057125,-77.1232791
Harvey's Store,grocery,convenience,39.6887373,-77.1472528
Giant,grocery,supermarket,39.0553797,-77.1154934
Woodmont Market,grocery,convenience,38.992502,-77.096925
Olney Farmers Market,grocery,marketplace,39.1506329,-77.0585369
Royal Bagel Bakery,grocery,deli,39.1534827,-77.0686453
Roots Market,grocery,greengrocer,39.1317698,-77.0716129
a Deli,grocery,deli,38.9574462,-77.4007605
High Up Mart,grocery,convenience,39.0383728,-77.3808031
Harris Teeter,grocery,supermarket,38.9495394,-77.3949311
7-Eleven,grocery,convenience,38.9453712,-77.0778046
Giant,grocery,supermarket,38.9504085,-77.4080104
Unnamed convenience,grocery,convenience,39.1487001,-76.6389744
Lidl,grocery,supermarket,39.1524089,-76.6154856
7-Eleven,grocery,convenience,38.998863,-77.3436186
7-Eleven,grocery,convenience,38.976256,-77.3091923
Loudoun International Foods,grocery,convenience,39.0035147,-77.4315211
7-Eleven,grocery,convenience,38.9078537,-77.2566039
Great Harvest Bread Company,grocery,bakery,38.9012005,-77.2673086
Whole Foods Market,grocery,supermarket,38.7799069,-77.1898181
Trader Joe's,grocery,supermarket,38.7815834,-77.1892307
Harris Teeter,grocery,supermarket,38.8128362,-77.112618
Harris Teeter,grocery,supermarket,39.0085098,-77.5032851
7-Eleven,grocery,convenience,39.1369629,-77.7237785
Giant,grocery,supermarket,39.1355946,-77.7001658
Safeway,grocery,supermarket,38.8450915,-77.2740449
Harris Teeter,grocery,supermarket,38.9660192,-77.3548558
Harris Teeter,grocery,supermarket,39.0495732,-77.1091078
7-Eleven,grocery,convenience,39.0463414,-77.1129996
The Fresh Market,grocery,supermarket,39.0618795,-77.1271436
Safeway,grocery,supermarket,38.545656,-76.5902391
Weis,grocery,supermarket,38.5530153,-76.5971007
Prime Mart,grocery,convenience,39.0051908,-77.4266438
Bestway,grocery,supermarket,38.9705634,-77.3829799
7-Eleven,grocery,convenience,38.8887717,-77.2428283
7-Eleven,grocery,convenience,38.8837515,-77.1029597
Geresbeck's Food Market,grocery,supermarket,39.3277067,-76.4407055
7-Eleven,grocery,convenience,39.3370432,-76.3982146
Giant,grocery,supermarket,38.8115057,-76.7375793
Weis,grocery,supermarket,38.8108817,-76.7420708
Dutch Farmer's Market,grocery,supermarket,38.821097,-76.7637981
Dutch Farmer's Market,grocery,butcher,38.8210051,-76.7639269
Riva Market,grocery,convenience,38.9514971,-76.5810557
7-Eleven,grocery,convenience,39.0565256,-76.9654264
Weis Market,grocery,supermarket,39.6361467,-76.8641435
Manhattan Market,grocery,convenience,38.9249243,-77.0520003
Unnamed supermarket,grocery,supermarket,38.9241523,-77.0522256
7-Eleven,grocery,convenience,38.9693155,-77.1387263
7-Eleven,grocery,convenience,38.9053489,-77.0432258
Capital Harvest,grocery,greengrocer,38.89456,-77.02969
New York Convenience,grocery,convenience,38.8993189,-77.0328651
Harris Teeter,grocery,supermarket,38.9218478,-77.0383963
Giant,grocery,supermarket,38.9308461,-77.0318599
Trader Joe's,grocery,supermarket,38.9041925,-77.0531294
Yes! Organic,grocery,supermarket,38.9186373,-77.0317099
Whole Foods Market,grocery,supermarket,38.9094423,-77.0335553
Giant,grocery,supermarket,38.944499,-77.0631702
Wagshal's,grocery,supermarket,38.9331586,-77.0853629
Yes! Organic,grocery,supermarket,38.9351083,-77.0579407
Giant,grocery,supermarket,38.919222,-76.9924287
Best World,grocery,supermarket,38.9309584,-77.0385457
Whole Foods Market,grocery,supermarket,38.9491011,-77.0792124
Giant,grocery,supermarket,38.934323,-77.0730461
Yes! Organic,grocery,supermarket,38.9217967,-77.0437087
Magruder's,grocery,supermarket,38.965605,-77.0763186
Yes! Organic Market,grocery,supermarket,38.9409985,-77.0255334
Yes! Organic,grocery,greengrocer,38.9368165,-76.9903952
Giant,grocery,supermarket,38.8450821,-76.9810368
Safeway,grocery,supermarket,38.8933254,-76.9477203
Rodmans Gourmet Grocery & Pharmacy,grocery,supermarket,38.9561559,-77.0837082
Virginia Market,grocery,convenience,38.9167673,-77.0411555
The Cakeroom,grocery,pastry,38.917268,-77.0418662
Argonne Market,grocery,convenience,38.9264696,-77.0373262
Casa Lebrato,grocery,convenience,38.9245758,-77.0401525
Elmira Grocery,grocery,convenience,38.8258876,-77.0075506
Southeast People's Market,grocery,convenience,38.8532728,-76.9644939
Lee's Mini Market,grocery,convenience,38.8661743,-76.949811
Chesapeake Big Market,grocery,convenience,38.8289977,-76.9982902
Paramount Market,grocery,convenience,38.8634589,-76.982449
King's Mini Market,grocery,convenience,38.8625781,-76.9923097
Dollar Plus Market,grocery,convenience,38.8668776,-76.9868321
Randall Grocery,grocery,supermarket,38.8763823,-76.9653711
Toni's Market,grocery,convenience,38.8894113,-76.9253064
Martin Luther King's Grocery,grocery,convenience,38.8621894,-76.9927795
K & H Grocery,grocery,convenience,38.8424062,-77.0030806
Alabama Grocery-Deli,grocery,convenience,38.850669,-76.9737021
Liff's Market,grocery,convenience,38.8433866,-76.9975832
Bowen Discount,grocery,convenience,38.8739132,-76.9343162
J & D Market,grocery,convenience,38.8713203,-76.9745949
Dennies Market,grocery,convenience,38.8784712,-76.9311629
Penn Way Market,grocery,convenience,38.8651433,-76.951413
Patron Convenience Store,grocery,convenience,38.8683778,-76.9589495
7-Eleven,grocery,convenience,38.8665147,-76.9848458
Fort Drum Market,grocery,convenience,38.8209499,-77.0107128
Tony's Country Market,grocery,convenience,38.8651869,-76.9823569
Shipley Supermarket,grocery,supermarket,38.8475854,-76.9713211
The Broad Branch Market,grocery,convenience,38.9656259,-77.0686241
Fairway Market,grocery,convenience,38.9225243,-77.0087296
Langdon Market,grocery,convenience,38.9253535,-76.9715792
New Star Supermarket,grocery,supermarket,38.9194256,-77.0003155
Franklin Market,grocery,convenience,38.9254107,-76.9959258
24,grocery,convenience,38.9198948,-76.9716664
McKinley Market,grocery,convenience,38.9153018,-77.000995
Northeast Supermarket,grocery,supermarket,38.9097813,-76.984811
Compact Market,grocery,convenience,38.9073877,-76.9866807
Sun Market,grocery,convenience,38.9196188,-76.9997757
New Neighborhood Market,grocery,convenience,38.9262253,-76.981265
A. Litteri,grocery,deli,38.9070278,-76.9984056
Missouri Avenue Market,grocery,convenience,38.9615177,-77.0284286
Gold Corner Market,grocery,convenience,38.9563573,-77.0328467
Lena Market,grocery,convenience,38.9687561,-77.0278294
Avenue Supermarket,grocery,supermarket,38.9513947,-77.0123645
Town & Country Market,grocery,convenience,38.9420891,-77.0242966
J&B Food Market and Hot Deli Kitchen,grocery,convenience,38.9423547,-77.0151196
Gee's Market,grocery,convenience,38.9348606,-77.0207947
Brookland Supermarket & Deli,grocery,convenience,38.926123,-76.9958684
7 Round Davis Market,grocery,convenience,38.9382854,-77.0243745
Trinity Deli & Food Market,grocery,convenience,38.9296005,-77.0040949
Georgia Line Convenience Store,grocery,convenience,38.9527521,-77.0272417
Spruill's Convenience Store,grocery,convenience,38.930765,-77.0211675
7th & L Street Market,grocery,convenience,38.8776882,-76.9959531
Mudrick's Supermarket,grocery,convenience,38.9039764,-76.9810917
Capitol Hill Super Market,grocery,convenience,38.8944231,-77.0022708
Union Kitchen,grocery,convenience,38.8971951,-77.0022095
ABC Grocery,grocery,convenience,38.9027699,-76.9986388
Cornercopia,grocery,convenience,38.8782785,-77.0018587
Adams Market,grocery,convenience,38.8975407,-76.9959815
Darby's Market,grocery,convenience,38.9030389,-76.9903544
Capitol Supreme Market,grocery,convenience,38.883082,-77.000825
DC Supermarket,grocery,convenience,38.8971712,-76.9947141
Tenley Mini Market,grocery,convenience,38.9451727,-77.0784617
Vace Italian,grocery,food,38.9340084,-77.0571643
Captain Cookie,grocery,bakery,38.9348265,-77.0576797
Capitol View Market,grocery,convenience,38.8906247,-76.9319226
Menick's Market,grocery,convenience,38.9003074,-76.9389307
Suburban Market,grocery,convenience,38.9029855,-76.9364753
Benning Heights Market,grocery,convenience,38.8973691,-76.9423361
A & S Grocery,grocery,supermarket,38.9030784,-76.9340796
A-1 Grocery,grocery,supermarket,38.8978641,-76.9255254
R & M Market,grocery,convenience,38.8989082,-76.9458632
Glover Park Market,grocery,convenience,38.9214761,-77.0729046
Novel Grocery,grocery,convenience,38.9252843,-77.080244
Mass Avenue & Mini Market,grocery,convenience,38.9313015,-77.0787448
Westchester Market,grocery,convenience,38.9282709,-77.0799458
Odd Provisions,grocery,supermarket,38.9308994,-77.027835
Stop & Go Market,grocery,convenience,38.9279649,-77.0258321
Park Market,grocery,convenience,38.931466,-77.0299532
Mi Casita,grocery,bakery,38.9326057,-77.0324315
New Dodge Market,grocery,convenience,38.9370059,-77.033028
City Corner Mart,grocery,convenience,38.924032,-77.0252682
Ogden Market,grocery,convenience,38.9353976,-77.034944
Gray's Market,grocery,convenience,38.9312793,-77.0237589
Sonya's Market,grocery,convenience,38.9266522,-77.0267989
13th Street Market,grocery,convenience,38.9344672,-77.0299674
Chinatown Market,grocery,convenience,38.8999477,-77.0196947
8th Street Deli & Market,grocery,convenience,38.8949551,-77.0226946
1500 Market,grocery,convenience,38.9064403,-77.0356465
Oasis,grocery,convenience,38.9094669,-77.0460371
Metro Supermarket,grocery,supermarket,38.9094782,-77.0479345
Best Vending II,grocery,convenience,38.8992996,-77.0469123
Federal Market,grocery,convenience,38.9059619,-77.0497934
Marvelous Market,grocery,convenience,38.9029778,-77.0518338
Fourth Street Market,grocery,convenience,38.973818,-77.0182813
Rainbow Market,grocery,convenience,38.9562068,-77.0220417
Brightwood Supermarket,grocery,supermarket,38.9563932,-77.0118455
Wisemillers Grocery & Deli,grocery,convenience,38.9063259,-77.0704123
Le Petite Corner Store,grocery,convenience,38.9116137,-77.0676767
Sara's Food Market,grocery,convenience,38.9103543,-77.0596779
T Street Market,grocery,convenience,38.9154049,-77.0116825
Rafael Grocery Deli,grocery,convenience,38.9136347,-77.0151531
Le Droit Park Market,grocery,convenience,38.916057,-77.0172278
U First Mart,grocery,convenience,38.9168576,-77.0124155
DC Mini Supermarket,grocery,convenience,38.9151443,-77.0123531
Flagler Market,grocery,convenience,38.9193027,-77.0137891
Sunbeam Market,grocery,convenience,38.9211478,-77.0093752
Samber Food Store,grocery,convenience,38.9320096,-77.0384555
Brown Street Market,grocery,convenience,38.9337445,-77.0380971
Argyle Convenient Store,grocery,convenience,38.9324175,-77.0390542
Woodner Grocery,grocery,convenience,38.936428,-77.0372628
Lidl,grocery,supermarket,39.0143536,-77.3756995
Cocos Food International Market,grocery,supermarket,39.0184963,-77.3765552
Giant,grocery,supermarket,39.0135734,-77.3732379
Super Saver Grocery & Deli,grocery,convenience,38.9446956,-77.0324516
14th Mini-market,grocery,convenience,38.9388185,-77.0330061
Shepherd Market,grocery,convenience,38.9399477,-77.0294793
6th & Q Market,grocery,convenience,38.9113091,-77.0196844
B & M Food Store,grocery,convenience,38.9058362,-77.0141934
ABC Liquors,grocery,convenience,38.90872,-77.0196517
5th & N Street Market,grocery,convenience,38.9071048,-77.0186819
10th Street Market,grocery,convenience,38.9138783,-77.0261699
1618 Variety Market,grocery,convenience,38.9116648,-77.0232152
Capitol Supermarket,grocery,supermarket,38.9067904,-77.0266901
Friendly Food Market,grocery,convenience,38.8731283,-77.0108332
Wawa,grocery,convenience,38.899573,-77.029305
Economy Market,grocery,convenience,38.8949945,-76.978706
Eastern Thrifty Market,grocery,convenience,38.8888554,-76.9811629
Lee Tower Market,grocery,convenience,38.9308225,-77.0829773
Berkshire Food & Drug,grocery,convenience,38.9358591,-77.0819566
Black Salt Fish & Market,grocery,seafood,38.9177531,-77.0966655
Town Square Gourmet,grocery,convenience,38.9068509,-77.0819789
Mac Market & Deli,grocery,convenience,38.9268148,-77.1029112
Palisades Deli & Market,grocery,convenience,38.9090713,-77.0875351
Mimi's Convenience Store,grocery,convenience,38.929876,-77.1064745
Manhattan Market,grocery,convenience,38.9248968,-77.0518877
Freedom Market,grocery,convenience,38.9157515,-77.0374169
Eleven Market,grocery,convenience,38.9166687,-77.0273013
Cork Market & Tasting Room,grocery,convenience,38.9143544,-77.0317273
U Mini Mart,grocery,convenience,38.9171672,-77.0311031
Whitelaw Market,grocery,convenience,38.9154221,-77.0298757
Un je ne sais Quoi,grocery,bakery,38.9087613,-77.042616
7-Eleven,grocery,convenience,39.023208,-76.9777141
7-Eleven,grocery,convenience,39.0044392,-76.9687076
Unnamed convenience,grocery,convenience,39.5593458,-75.8810566
Unnamed convenience,grocery,convenience,39.559809,-75.8814965
7-Eleven,grocery,convenience,39.0610499,-77.0517314
Your Corner Store,grocery,convenience,39.6014022,-75.8045922
Giant,grocery,supermarket,38.8950203,-77.189078
7-Eleven,grocery,convenience,38.802302,-77.0615644
Shell,grocery,convenience,38.8390851,-77.4107708
Clifton General Store,grocery,convenience,38.7806125,-77.3871982
Victoria's Cakery,grocery,bakery,38.8463387,-77.3064335
Moti's Market,grocery,supermarket,39.0462178,-77.0994749
Unnamed convenience,grocery,convenience,39.0461356,-77.0985396
Trading Post,grocery,convenience,38.8298986,-77.6646784
Market Of Columbia Plaza,grocery,convenience,38.8965266,-77.0511415
Forest Glen Deli,grocery,convenience,39.0164491,-77.0187655
Scheele's Market,grocery,convenience,38.9078075,-77.0579857
Dees Convenient Store,grocery,convenience,38.9003551,-76.9851297
Wagshal's Market,grocery,deli,38.945641,-77.0957686
Great Harvest Bread Company,grocery,bakery,38.9707982,-77.3852429
Safeway,grocery,supermarket,38.9035899,-77.0187533
24/7 Tobacco & Convenience Store,grocery,convenience,38.9098384,-77.0087465
Dupont Market,grocery,deli,38.9144478,-77.041488
7-Eleven,grocery,convenience,38.917163,-77.0278906
Elbo's Market,grocery,convenience,38.9137659,-77.0216445
Quality Convenience Store,grocery,convenience,38.8453213,-76.9968781
Fort Carroll Market,grocery,convenience,38.8379427,-77.0064389
T's Market,grocery,convenience,38.9237775,-77.0435299
La Mixteca,grocery,supermarket,39.079719,-77.0718271
Lotte Plaza Market,grocery,supermarket,39.0799186,-77.0718123
The Fishery Seafood Market,grocery,seafood,38.9634268,-77.0743599
The Italian Store,grocery,deli,38.8966854,-77.0965205
Brightwood Mart,grocery,convenience,38.9405726,-77.0253831
Park Market,grocery,convenience,38.9325324,-77.0239598
Dollar 1 General Merchandise,grocery,convenience,38.9324625,-77.0239719
7-Eleven,grocery,convenience,38.8397012,-77.4052727
Sunoco,grocery,convenience,38.8343017,-77.4557296
7-Eleven,grocery,convenience,39.0760484,-77.0013643
Upper Crust Bakery,grocery,bakery,39.0772295,-77.0034167
Giant,grocery,supermarket,39.0770533,-77.0036993
Food Lion,grocery,supermarket,39.4359485,-77.8209525
Unnamed convenience,grocery,convenience,39.6399447,-75.6489057
Intoto Market,grocery,convenience,38.9678187,-77.0277921
Jocelyn's Market la Casa Latina,grocery,convenience,38.9677634,-77.027796
Ge-Ex Grocery,grocery,convenience,38.9616537,-77.0282188
Delicias Market,grocery,greengrocer,38.9568549,-77.0331906
Sammy’s Market at Brighton Suites Hotel,grocery,convenience,38.7152819,-75.0789676
Trader Joe's,grocery,supermarket,38.8110954,-77.0447977
Gallery Market & Cafe,grocery,convenience,38.9004867,-77.0183355
Royal Farms,grocery,convenience,39.6372668,-76.0721819
Kroger,grocery,supermarket,38.0656852,-78.8885064
Trader Joe's,grocery,supermarket,38.8425854,-77.270331
7-Eleven,grocery,convenience,38.947242,-77.3572822
Whole Foods Market,grocery,supermarket,38.9517429,-77.3493366
Giant,grocery,supermarket,38.7520551,-77.2644824
Giant,grocery,supermarket,38.7807146,-77.2320915
Call Your Mother,grocery,deli,38.907599,-77.0688452
Global Food,grocery,supermarket,38.7787915,-77.5042355
ALDI,grocery,supermarket,38.7794795,-77.5057454
Weis Markets,grocery,supermarket,39.4056378,-76.4422258
Royal Farms,grocery,convenience,39.3056668,-76.4416979
7-Eleven,grocery,convenience,39.308232,-76.4450024
Safeway,grocery,supermarket,38.6744363,-76.8725445
Hudson,grocery,convenience,38.85606,-77.0428042
7-Eleven,grocery,convenience,39.3840863,-76.4595544
Green Valley Marketplace,grocery,supermarket,39.0390633,-76.4808915
Graul's,grocery,supermarket,39.0371141,-76.4399042
Shoppers Food & Pharmacy,grocery,supermarket,38.2873258,-76.486316
Acme,grocery,supermarket,39.6449274,-75.3412733
Safeway,grocery,supermarket,38.922556,-77.2021967
Giant,grocery,supermarket,38.9325726,-77.1805265
Balducci's,grocery,supermarket,38.9310328,-77.1747222
The Market on the Boulevard,grocery,convenience,38.975082,-77.1625558
Giant,grocery,supermarket,39.0408065,-77.1565075
Giant,grocery,supermarket,38.2452815,-77.5290084
Georgetown Cupcake,grocery,bakery,38.9807509,-77.097223
Exxon,grocery,convenience,39.3124443,-76.449067
Royal Farms,grocery,convenience,39.3003656,-76.4918259
7-Eleven,grocery,convenience,38.907761,-77.0033132
ShopRite,grocery,supermarket,39.6884187,-74.9905415
7-Eleven,grocery,convenience,39.1279008,-77.1839663
ALDI,grocery,supermarket,39.1276501,-77.1837038
Giant,grocery,supermarket,39.2032635,-77.2470781
Crozet Great Valu,grocery,supermarket,38.0695565,-78.6974449
Safeway,grocery,supermarket,38.9700252,-76.5228827
Harris Teeter,grocery,supermarket,38.9393109,-77.5490908
Village Sweet,grocery,bakery,38.8854336,-77.1418014
Harris Teeter,grocery,supermarket,38.9058621,-77.0056211
Vital Vittles,grocery,convenience,38.9100432,-77.0742113
7-Eleven,grocery,convenience,38.8993884,-77.15717
Burke Farmers Market,grocery,marketplace,38.7971003,-77.2982721
Herndon Farmers' Market,grocery,marketplace,38.9713593,-77.3855566
Kingstowne Farmers Market,grocery,marketplace,38.7729292,-77.1355789
McLean Farmers Market,grocery,marketplace,38.9284172,-77.1913095
Lorton Farmers Market,grocery,marketplace,38.7151747,-77.213651
Fairfax Farmers Market,grocery,marketplace,38.8529274,-77.298286
Vienna/Oakton Farmers Market,grocery,marketplace,38.8743933,-77.3156847
Annandale Farmers Market,grocery,marketplace,38.8358082,-77.1734348
Reston Farmers Market,grocery,marketplace,38.9697621,-77.3410881
Herritage's,grocery,convenience,39.7124997,-75.1305607
Bagel Express and Mini Mart,grocery,convenience,39.7112627,-75.1266986
Wawa,grocery,convenience,39.6163846,-75.2290775
Wawa,grocery,convenience,39.6899512,-75.0172923
Heritage's Dairy,grocery,convenience,39.6882216,-75.006204
Harris Teeter,grocery,supermarket,39.1535487,-77.0621404
Elizabeth Deli & Market,grocery,convenience,38.963931,-77.0911212
Friendship Gourmet Market,grocery,convenience,38.963652,-77.0905527
7-Eleven,grocery,convenience,39.3992714,-76.6030611
Dickinson's Store,grocery,convenience,38.0804516,-77.8787646
7-Eleven,grocery,convenience,38.8824016,-77.1114811
Petro Dealer,grocery,convenience,37.9293409,-79.2294712
Royal Farms,grocery,convenience,39.3328909,-76.3957632
Shoppers Food & Pharmacy,grocery,supermarket,38.95378,-76.8236184
Vista Gardens Marketplace,grocery,marketplace,38.9545475,-76.8252706
Unnamed convenience,grocery,convenience,39.0488915,-79.4468114
Lotte Plaza Market,grocery,supermarket,39.0231577,-77.4810988
Giant,grocery,supermarket,39.0366943,-77.5013306
Jiffy Mart,grocery,convenience,39.5772434,-76.9973237
Food Lion,grocery,supermarket,39.0741406,-77.1378118
Ladurée Paris,grocery,pastry,38.9807961,-77.0963209
Rivermont Market,grocery,convenience,38.9157654,-78.2425154
Unnamed convenience,grocery,convenience,39.1335521,-77.7688741
Unnamed convenience,grocery,convenience,39.084879,-77.7864819
7-Eleven,grocery,convenience,38.927614,-77.0326958
Kent Village Center,grocery,supermarket,38.7821844,-77.4721095
Giant,grocery,supermarket,38.8640872,-77.0842727
7-Eleven,grocery,convenience,39.5447604,-77.4251349
Unnamed convenience,grocery,convenience,38.9177532,-76.9712309
Unnamed convenience,grocery,convenience,38.9140552,-76.9885837
7-Eleven,grocery,convenience,39.0278838,-77.0769454
Exxon,grocery,convenience,39.1555282,-77.208311
7-Eleven,grocery,convenience,39.2716605,-76.5081762
The Natural Grocerer,grocery,greengrocer,38.6352856,-77.2934933
7-Eleven,grocery,convenience,38.897126,-77.1073335
Giant,grocery,supermarket,39.3736023,-76.4719652
7-Eleven,grocery,convenience,39.3759014,-76.471702
Unnamed convenience,grocery,convenience,38.2698321,-79.3067536
Food Lion,grocery,supermarket,39.2801631,-75.5909896
Unnamed convenience,grocery,convenience,38.9778008,-78.7281119
Quick Mart,grocery,convenience,39.282976,-76.5247273
The Neck Stop,grocery,convenience,39.2819285,-76.4267774
Playa Bowls,grocery,health_food,39.153199,-77.061425
Woodmoor Supermarket,grocery,supermarket,39.0208047,-77.0119663
Woodmoor Bakery,grocery,bakery,39.0206817,-77.0118938
ShopRite,grocery,supermarket,39.4228487,-75.0450947
Trader Joe's,grocery,supermarket,39.1078848,-77.5305063
7-Eleven,grocery,convenience,39.1150601,-77.5711317
Acme,grocery,supermarket,39.6826469,-75.7353412
The Breadery,grocery,bakery,39.2736705,-76.7785793
7-Eleven,grocery,convenience,38.7802926,-77.276458
Trader Joe's,grocery,supermarket,38.8867204,-77.0947148
7-Eleven,grocery,convenience,39.1256993,-77.5466099
The Fresh Market,grocery,greengrocer,39.405467,-76.602288
Omaha Steaks,grocery,butcher,39.404417,-76.602406
Safeway,grocery,supermarket,38.9933627,-77.024375
Giant,grocery,supermarket,39.2659709,-76.6988226
Giant,grocery,supermarket,39.1554697,-77.1661272
Balducci's,grocery,supermarket,38.7978122,-77.0479536
IGA grocery store,grocery,convenience,39.5931776,-75.1755836
Harris Teeter,grocery,supermarket,38.0508535,-78.6819391
Foxe's Market,grocery,convenience,39.5987155,-75.1563345
Shopper's Food Warehouse,grocery,supermarket,39.2897973,-76.7184422
The Little Country Store,grocery,convenience,38.5253888,-78.2621942
Farmer John's Market,grocery,farm,39.1863801,-77.5346324
Keyser's Ridge Auto-Truck Stop,grocery,convenience,39.694157,-79.2491006
Giant,grocery,supermarket,38.8305189,-77.1920414
BP,grocery,convenience,38.8325375,-77.1898613
Royal Farms,grocery,convenience,39.5396311,-76.9304188
Safeway,grocery,supermarket,39.1130554,-77.1718179
Great Wall,grocery,supermarket,38.8696257,-77.2292379
Pastry Xpo,grocery,pastry,38.872845,-77.2283342
Unnamed marketplace,grocery,marketplace,38.2903049,-75.1535564
7 Market,grocery,convenience,38.8758555,-77.2139879
7-Eleven,grocery,convenience,38.8753118,-77.2010641
7-Eleven,grocery,convenience,38.3352675,-76.4654736
Freestate Mall,grocery,marketplace,38.9804901,-76.7337037
Safeway,grocery,supermarket,39.0977217,-77.1922562
7-Eleven,grocery,convenience,39.1612285,-77.1632013
Weis Markets,grocery,supermarket,39.3954342,-76.5210507
Giant,grocery,supermarket,39.3978224,-76.5453832
Food Lion,grocery,supermarket,39.0652246,-76.7195918
David's Natural Market,grocery,greengrocer,39.0666977,-76.6691916
Harris Teeter,grocery,supermarket,39.0604156,-77.4707637
Giant,grocery,supermarket,39.1114309,-77.5529355
Lenox Beer-Wine-Deli,grocery,convenience,38.9935946,-77.0328087
La Bohemia Bakery,grocery,bakery,39.0578289,-77.112036
Whole Foods Market,grocery,supermarket,38.9031401,-77.2046835
Russian Gourmet,grocery,convenience,38.8215526,-77.0478164
Safeway,grocery,supermarket,38.9651149,-76.7892784
Lost River General Store,grocery,convenience,38.9530637,-78.8043528
ShopRite,grocery,supermarket,39.7203296,-76.3426538
Eddie’s of Roland Park,grocery,supermarket,39.3559302,-76.634329
Eddies of Roland Park-- Bake shop,grocery,bakery,39.3559723,-76.6341129
Food Lion,grocery,supermarket,39.606829,-78.2400661
7-Eleven,grocery,convenience,39.1074735,-77.5687172
USA Market,grocery,supermarket,39.1103928,-77.5476931
Columbia Heights Farmers Market,grocery,marketplace,38.9302362,-77.0323439
7-Eleven,grocery,convenience,39.238085,-76.6950126
7-Eleven,grocery,convenience,39.3255513,-76.6171599
Trader Joe's,grocery,supermarket,38.904443,-77.2038554
7-Eleven,grocery,convenience,38.9044477,-77.2031446
7-Eleven,grocery,convenience,38.9629827,-77.010714
Unnamed convenience,grocery,convenience,39.4179678,-79.1153987
ALDI,grocery,supermarket,39.6360145,-77.7094346
Roots Market,grocery,greengrocer,39.2125998,-76.9390102
Food Lion,grocery,supermarket,38.3669767,-78.2698569
Say Si Bon!,grocery,convenience,38.8539885,-77.0416444
Taylor Gourmet Deli,grocery,deli,38.8541657,-77.0418189
Harris Teeter,grocery,supermarket,39.0435423,-77.5214859
Giant,grocery,supermarket,38.8186792,-77.1399689
7-Eleven,grocery,convenience,38.8190343,-77.1436948
Tiger Mart,grocery,convenience,39.4668105,-76.3118825
7-Eleven,grocery,convenience,39.2018975,-76.7348875
Unnamed convenience,grocery,convenience,39.1874756,-76.7994392
Keller's,grocery,bakery,39.2009016,-76.6547284
Food Lion,grocery,supermarket,39.1997303,-76.6399835
7-Eleven,grocery,convenience,39.3025768,-76.6190111
ALDI,grocery,supermarket,38.866372,-77.2258185
Kroger,grocery,supermarket,38.0535319,-78.5006204
Hahu Cafe & Market,grocery,deli,38.6514744,-77.3055733
Wheelhouse Farm Market,grocery,greengrocer,39.3029112,-77.0198009
Royal Farms,grocery,convenience,39.3726853,-76.6494922
Tiger Mart,grocery,convenience,38.9627643,-76.9389062
Giant,grocery,supermarket,38.999493,-76.9111263
MOM's Organic Market,grocery,supermarket,38.8735077,-77.2309972
Stachowski's,grocery,butcher,38.909234,-77.0569786
Martins' Food,grocery,supermarket,39.6139806,-77.6932042
Snax Convenience Store,grocery,convenience,39.2067057,-76.7273336
Cake Love,grocery,bakery,38.7845207,-77.016871
7-Eleven,grocery,convenience,38.742406,-77.056946
Getty Oil,grocery,convenience,39.5790146,-75.6568911
Safeway,grocery,supermarket,38.8774173,-77.0172181
Sugar Vault Desserts,grocery,bakery,38.9565735,-76.9403497
