name,type,tag,lat,lng
Unnamed convenience,grocery,convenience,39.2597497,-76.510591
Unnamed convenience,grocery,convenience,39.2583957,-76.5116152
Unnamed convenience,grocery,convenience,39.2725978,-76.4945134
7-Eleven,grocery,convenience,39.2779318,-76.4866452
Weis,grocery,supermarket,39.2733501,-76.5169762
Mega Spot,grocery,convenience,39.2802573,-76.5098595
Herman's Bakery,grocery,bakery,39.2711107,-76.5041093
Royal Farms,grocery,convenience,39.2794253,-76.5011501
BP Shop,grocery,convenience,39.2678076,-76.4993808
Unnamed seafood,grocery,seafood,39.2683544,-76.4987416
Unnamed seafood,grocery,seafood,39.2679687,-76.4975858
7-Eleven,grocery,convenience,39.2661676,-76.495101
Unnamed convenience,grocery,convenience,39.286833,-76.5064123
Unnamed convenience,grocery,convenience,39.3259877,-76.7331712
Unnamed convenience,grocery,convenience,39.3408416,-76.7618695
Kiani Mart,grocery,convenience,39.2937166,-76.7305667
7-Eleven,grocery,convenience,39.2938537,-76.7303558
Speedy Mart,grocery,convenience,39.2989577,-76.7123246
Pantry 1 Food Mart,grocery,convenience,39.2493332,-76.6939704
Coastal Whole Sale Food,grocery,convenience,38.8067955,-77.0797292
Giant,grocery,supermarket,38.5575997,-76.9853264
The Good Earth,grocery,supermarket,38.2900224,-76.6345539
McKay's Food and Drug,grocery,supermarket,38.5089264,-76.7735828
Food Lion,grocery,supermarket,38.5000419,-76.7715762
APlus,grocery,convenience,38.9759016,-76.9929947
Unnamed convenience,grocery,convenience,39.017989,-77.5193422
Circle K,grocery,convenience,39.0112703,-77.4919312
7-Eleven,grocery,convenience,38.9392128,-77.5467951
Triveni,grocery,supermarket,38.9159303,-77.5128766
APlus,grocery,convenience,39.0293544,-77.4881721
The Farmer's Daughter Market & Butcher,grocery,butcher,39.2973219,-78.4317011
Walmart Supercenter,grocery,supermarket,39.0847556,-78.958816
Tiger Mart,grocery,convenience,38.9936848,-76.9322326
College Park Market,grocery,convenience,38.9973268,-76.9312498
Unnamed convenience,grocery,convenience,39.0142221,-76.9273498
Gore Grocery,grocery,convenience,39.2640129,-78.3308295
7-Eleven,grocery,convenience,39.190242,-78.2025948
Tiger Mart,grocery,convenience,39.1262505,-76.5889542
Martin's,grocery,supermarket,38.9106881,-78.1887507
7-Eleven,grocery,convenience,38.8960653,-77.1298868
Raja Bazaar,grocery,supermarket,38.8966572,-77.1318245
Bangla Bazar,grocery,supermarket,38.89666,-77.1322385
Asia Halal Supermarket,grocery,supermarket,38.8966663,-77.132998
Food Lion,grocery,supermarket,38.0312101,-78.4570216
BP,grocery,convenience,38.9335361,-77.1773434
Newark Farmers Market,grocery,supermarket,39.7057842,-75.6882041
Wawa,grocery,convenience,39.1230148,-75.5012089
Martin's,grocery,supermarket,38.4835907,-77.9651745
Walmart Supercenter,grocery,supermarket,38.4804541,-77.9733197
BJ's Wholesale Club,grocery,wholesale,38.5721934,-75.289525
Rocky Gap State Park Campstore,grocery,convenience,39.7126592,-78.6456174
Weis,grocery,supermarket,39.4415073,-77.4092951
7-Eleven,grocery,convenience,39.3244475,-77.3528585
Miller's Bakery Shoppe,grocery,bakery,38.0247437,-79.0327635
The Cheese Shop,grocery,supermarket,38.0439663,-79.0358256
High's,grocery,convenience,39.6136395,-77.4197317
Kroger,grocery,supermarket,38.1392831,-79.0686723
Wawa,grocery,convenience,38.5487829,-76.9863757
Liberty,grocery,convenience,39.4295628,-77.4036307
Walmart Supercenter,grocery,supermarket,38.0727023,-75.5541259
Harper's Old Country Store,grocery,convenience,38.8344143,-79.3769317
Shell,grocery,convenience,38.7193344,-77.8063527
Go Organic Grocer,grocery,convenience,38.3260999,-75.2188533
Uncle Willie's,grocery,convenience,38.3242852,-75.2109195
Shop Kwik Deli,grocery,convenience,38.3340648,-75.2120097
Unnamed convenience,grocery,convenience,38.3354995,-75.2119541
Uncle Willies,grocery,convenience,38.4568192,-75.2326968
Bodie's Dairy Market,grocery,convenience,38.4564357,-75.2284565
7-Eleven,grocery,convenience,39.4296818,-76.3556492
Wawa,grocery,convenience,39.4400502,-76.345534
Shore Stop,grocery,convenience,38.3855594,-75.4074908
New Castle Farmers Market,grocery,marketplace,39.6662491,-75.600588
Wegmans,grocery,supermarket,39.4130933,-76.7747093
Herby's,grocery,convenience,38.2629453,-78.8283709
Grottoes Grocery,grocery,supermarket,38.2618564,-78.8189533
Walmart Supercenter,grocery,supermarket,38.6624317,-78.4937249
Food Lion,grocery,supermarket,38.661804,-78.4967062
Korean Korner,grocery,supermarket,39.0572094,-77.0820296
Fairfax Sunday Farmers' Market,grocery,marketplace,38.8459529,-77.3087771
Earlysville Farmers Market,grocery,marketplace,38.1547699,-78.4814247
Columbia Pike Farmers Market,grocery,marketplace,38.8624265,-77.0866429
Forest Lakes Farmers Market,grocery,marketplace,38.1087023,-78.4409112
Whole Foods Market,grocery,supermarket,38.0596161,-78.4892336
ALDI,grocery,supermarket,38.6705281,-76.8781234
Whole Foods Market,grocery,supermarket,39.3683652,-76.6498548
Page Convinence,grocery,convenience,38.6650943,-78.4694183
Main Street Bakery,grocery,bakery,38.6656226,-78.4564668
7-Eleven,grocery,convenience,38.6650349,-78.4496545
Citgo,grocery,convenience,38.6662663,-78.4467748
Unnamed convenience,grocery,convenience,38.6662312,-78.4445703
Food Lion,grocery,supermarket,38.6847155,-77.3186449
Harris Teeter,grocery,supermarket,38.6803062,-77.3633531
7-Eleven,grocery,convenience,39.5197013,-76.1851002
Corner Mart,grocery,convenience,39.5218578,-76.1794455
Giant,grocery,supermarket,38.6620408,-77.3670057
Giant,grocery,supermarket,38.6458917,-77.3394447
Shell,grocery,convenience,38.6423398,-77.3348223
Unnamed convenience,grocery,convenience,38.6548587,-77.3073535
Wawa,grocery,convenience,38.6588484,-77.2999764
ShopRite,grocery,supermarket,39.4801533,-76.2474628
Sunoco,grocery,convenience,39.4781345,-76.246647
ALDI,grocery,supermarket,39.4348216,-76.3270052
The Market at Wintergreen,grocery,convenience,37.9130691,-78.9426184
The Organic Butcher of McLean,grocery,butcher,38.9335442,-77.1758667
ALDI,grocery,supermarket,39.1516491,-76.7297741
7-Eleven,grocery,convenience,38.8719169,-77.0842342
Unnamed convenience,grocery,convenience,38.5200899,-76.6196977
7-Eleven,grocery,convenience,39.0288559,-76.9169399
Stony Point Market,grocery,convenience,38.11582,-78.3472218
Retail/Restaurant,grocery,marketplace,39.6208008,-76.856787
Food Lion,grocery,supermarket,38.1398184,-78.1953929
Hunt Country Market,grocery,convenience,38.1032407,-78.5554386
Unnamed convenience,grocery,convenience,38.5468806,-76.59057
7-Eleven,grocery,convenience,38.3264408,-77.7273312
Mini-Mart,grocery,convenience,39.31259,-76.6176311
Unnamed convenience,grocery,convenience,38.7381664,-77.1927209
Sunoco,grocery,convenience,38.7405632,-77.2119665
7-Eleven,grocery,convenience,38.7789089,-77.2325666
ShopRite,grocery,supermarket,39.5253254,-76.1812851
Shell,grocery,convenience,38.8334464,-77.4120775
7-Eleven,grocery,convenience,39.4229571,-76.6184545
7-Eleven,grocery,convenience,38.130714,-78.4360219
Saubel's Markets,grocery,supermarket,39.7175907,-76.3930643
Unnamed convenience,grocery,convenience,38.7133986,-76.6578621
Lucky 7,grocery,convenience,38.0300902,-78.4757846
7-Eleven,grocery,convenience,39.3511446,-76.5353827
Overlea Deli,grocery,deli,39.3493861,-76.5370874
Unnamed convenience,grocery,convenience,39.2874918,-76.5376241
Unnamed convenience,grocery,convenience,39.3479948,-76.5378176
7-Eleven,grocery,convenience,39.288108,-76.5392796
Lidl,grocery,supermarket,39.3476124,-76.5405082
Jolly Sunny Mart,grocery,convenience,39.3452306,-76.5409857
Unnamed convenience,grocery,convenience,39.3443923,-76.5433531
Giant,grocery,supermarket,39.3236319,-76.5445204
7-Eleven,grocery,convenience,39.3423704,-76.5449262
Goodie's,grocery,convenience,39.3605535,-76.5539646
Unnamed marketplace,grocery,marketplace,39.334693,-76.5562093
SunOpta Minerals,grocery,wholesale,39.2964219,-76.5578711
Amoco,grocery,convenience,39.3059908,-76.5590444
7-Eleven,grocery,convenience,39.3085693,-76.561165
Batch Bake Shop,grocery,bakery,39.3517411,-76.5623115
Unnamed convenience,grocery,convenience,39.3290024,-76.5635034
Royal Farms,grocery,convenience,39.2852482,-76.56577
Unnamed convenience,grocery,convenience,39.3677138,-76.5665486
7-Eleven,grocery,convenience,39.3466483,-76.5667193
Corner Mart,grocery,convenience,39.3131127,-76.5679165
Unnamed convenience,grocery,convenience,39.2923799,-76.5691566
Super Food,grocery,convenience,39.2912151,-76.5695965
Vargas Bakery,grocery,bakery,39.2886503,-76.569395
Royal Farms,grocery,convenience,39.2943999,-76.5702079
Save-A-Lot,grocery,supermarket,39.3139676,-76.5689219
Da Kao Market,grocery,convenience,39.3220889,-76.5726241
Belair Food Market,grocery,convenience,39.3208078,-76.5742223
J&J Market,grocery,convenience,39.3051449,-76.5753729
Dangerously Delicious Pies,grocery,bakery,39.2798604,-76.5755276
Labodega Deli & Grocery,grocery,supermarket,39.2992292,-76.5765151
Hye's Grocery,grocery,supermarket,39.2999064,-76.5775047
Cooley's Grocery,grocery,supermarket,39.3009381,-76.5783322
Harford Convenience Store,grocery,convenience,39.3303452,-76.5815614
Save-A-Lot,grocery,supermarket,39.2984686,-76.5817622
A&C Carry Out,grocery,convenience,39.3046539,-76.5824206
New York Food Mart,grocery,convenience,39.3047623,-76.585274
Sunshine Market,grocery,convenience,39.2974294,-76.5851928
Super Save,grocery,convenience,39.2987929,-76.5876385
Northeast Market,grocery,grocery,39.2980807,-76.5875181
Rightway Food Express,grocery,convenience,39.3234999,-76.5879718
Unnamed convenience,grocery,convenience,39.2951013,-76.588862
Bernal,grocery,convenience,39.3121517,-76.5888217
Unnamed convenience,grocery,convenience,39.2956064,-76.5895816
Express Carry Out & Groceries,grocery,convenience,39.3121158,-76.5895475
M & T Cut Rate Liquor + Food Mart,grocery,convenience,39.3078254,-76.5899321
Khadija Foods,grocery,convenience,39.3107304,-76.590083
Clifton Market,grocery,convenience,39.3141535,-76.5902157
Jerry's Food Market,grocery,convenience,39.2895712,-76.590188
Krakus Deli,grocery,deli,39.2844245,-76.5917669
Unnamed convenience,grocery,convenience,39.3403505,-76.5925029
Fantasy Deserts,grocery,bakery,39.2689493,-76.5942212
Tiger Mart,grocery,convenience,39.359283,-76.5949078
I Love This Corner Deli,grocery,deli,39.3019778,-76.5948632
BP Shop,grocery,convenience,39.3170245,-76.5955352
Unnamed convenience,grocery,convenience,39.3164729,-76.5962951
Unnamed convenience,grocery,convenience,39.3041046,-76.596339
Y & K Market,grocery,convenience,39.3152815,-76.5966303
BP Shop,grocery,convenience,39.3457723,-76.597748
7-Eleven,grocery,convenience,39.3457109,-76.5983753
Harford Foot Mart & Carryout,grocery,convenience,39.3131301,-76.5992529
Mama Ellas Groceries & Carry Out,grocery,convenience,39.3120746,-76.6009307
Bidford’s Deli & Cafe,grocery,deli,39.3038869,-76.6018782
Carroll Mart,grocery,convenience,39.3121352,-76.6021876
Jonestown Food Mart,grocery,convenience,39.2891253,-76.6021607
7-Eleven,grocery,convenience,39.3179413,-76.6028499
Royal Star Grocery,grocery,convenience,39.3120114,-76.6030707
Roman's Food Market,grocery,convenience,39.3140018,-76.605525
Happy Market,grocery,convenience,39.3014753,-76.6070163
F&Y Market,grocery,convenience,39.3159402,-76.6069674
Libert Food Market Deli,grocery,convenience,39.3039305,-76.6077243
OK Market & Deli,grocery,supermarket,39.3046909,-76.606714
Hi-Mart,grocery,convenience,39.3026088,-76.6073925
York Food Market,grocery,convenience,39.3388635,-76.6077164
Light Carry Out,grocery,convenience,39.3051067,-76.6084791
US Fuel,grocery,convenience,39.3287741,-76.6089396
Greenmount Mini Mart,grocery,convenience,39.3119745,-76.6091765
Greenmount Market,grocery,convenience,39.3120517,-76.6092609
Rossiter Corner Grocery,grocery,convenience,39.349184,-76.609469
E-Z Convenience & Deli,grocery,convenience,39.343155,-76.609156
J&R Market,grocery,convenience,39.3198373,-76.6092647
2627 Mini Mart,grocery,convenience,39.3203235,-76.609267
Govans Deli & Grocery,grocery,convenience,39.3541142,-76.6096586
York Road Mini Mart,grocery,convenience,39.3542557,-76.6096633
Everest Greenish Grocery,grocery,convenience,39.317885,-76.6096085
Family Food Market,grocery,convenience,39.3561009,-76.6095772
S&W Market,grocery,convenience,39.3136225,-76.6097532
Asia Food,grocery,supermarket,39.3537278,-76.6103622
Carroll Mart,grocery,convenience,39.3552567,-76.6103033
Sun Grocery,grocery,convenience,39.3085777,-76.6106099
Barclay Market,grocery,convenience,39.3210348,-76.6108615
CF Foodmart,grocery,convenience,39.2394754,-76.6111484
Punjab Groceries & Halal Meat,grocery,supermarket,39.3279243,-76.611601
Unnamed convenience,grocery,convenience,39.2763339,-76.6158427
University Market & Deli,grocery,convenience,39.3043658,-76.6164306
Charles Village Discount Mart,grocery,convenience,39.3143644,-76.6164581
Baltimore Halal Meat & Grocery,grocery,convenience,39.3131034,-76.61695
Kerfuffle Foods,grocery,bakery,39.3149953,-76.6174068
Paul,grocery,bakery,39.3171064,-76.6171672
Po Tung Oriental Grocery,grocery,supermarket,39.2936763,-76.6179335
Abinet Ethiopian Market,grocery,convenience,39.2939122,-76.6183774
Tahseen Mini Mart,grocery,convenience,39.2923714,-76.6193646
M&K Mini Mart,grocery,convenience,39.2924239,-76.6193677
Ahmed Mini Mart & Variety,grocery,convenience,39.2923323,-76.6193623
MAA Mini Mart,grocery,convenience,39.292487,-76.6193713
George’s Grocery,grocery,convenience,39.2959846,-76.6216327
New Bazar Halal Meat,grocery,convenience,39.3199819,-76.6218647
Royal Farms,grocery,convenience,39.3452647,-76.6272518
Royal Farms,grocery,convenience,39.3321651,-76.6275822
Shop-n-Go Food,grocery,convenience,39.2828351,-76.6286446
Save-A-Lot,grocery,supermarket,39.2991563,-76.6285466
Harlem Mini Mart,grocery,convenience,39.2994829,-76.6293122
Dipal Food Market,grocery,convenience,39.2805365,-76.6297381
Reynolds Food Market,grocery,convenience,39.2818539,-76.6315223
Royal Farms,grocery,convenience,39.3314398,-76.6322618
New City Mart,grocery,convenience,39.2819356,-76.6340522
Birdland Mart,grocery,convenience,39.2829417,-76.6327931
Harlem Grocery,grocery,supermarket,39.2966705,-76.6332913
7-Eleven,grocery,convenience,39.3313227,-76.6346173
O K Groceries,grocery,supermarket,39.3004244,-76.635029
The Avenue Bakery,grocery,bakery,39.3082127,-76.6398316
Marathon,grocery,convenience,39.3435235,-76.639921
Unnamed convenience,grocery,convenience,39.28968,-76.6468774
Convenience,grocery,convenience,39.2832323,-76.646944
Jolly’s,grocery,convenience,39.305514,-76.6482704
Short Stop Mart,grocery,convenience,39.3094085,-76.6511416
Topline Outlet & Variety,grocery,convenience,39.3099107,-76.6511653
Unnamed convenience,grocery,convenience,39.3247233,-76.6578209
University Grocery,grocery,convenience,39.3089722,-76.6611704
Unnamed convenience,grocery,convenience,39.3221081,-76.6632628
Food City Express,grocery,convenience,39.2953061,-76.6647437
Save-A-Lot,grocery,supermarket,39.3387723,-76.6667803
Rosemont Brothers Grocery and Deli,grocery,convenience,39.3050258,-76.6671525
Unnamed convenience,grocery,convenience,39.3085637,-76.6712445
Unnamed convenience,grocery,convenience,39.2806278,-76.6730635
ALDI,grocery,supermarket,39.3353516,-76.6760341
Save-A-Lot,grocery,supermarket,39.3101384,-76.6755833
Stop One Grocery & Deli,grocery,convenience,39.3207908,-76.6770787
Obama 7 Mart,grocery,convenience,39.3429807,-76.6829876
Bexx Convenience Store,grocery,convenience,39.3239635,-76.6836609
Unnamed convenience,grocery,convenience,39.3556851,-76.700789
7-Eleven,grocery,convenience,39.3561134,-76.7017621
La Union International Market - Mercado Latino,grocery,convenience,39.3588093,-76.7052558
Mr. Chips,grocery,convenience,38.4371549,-78.8696446
Quick Mart,grocery,convenience,39.3552934,-76.5305668
Royal Farms,grocery,convenience,39.2006363,-76.5551086
Ostrowskis Polish Sausage,grocery,butcher,39.2850274,-76.5889811
Food Depot,grocery,supermarket,39.3178842,-76.5764913
Aldi,grocery,supermarket,39.29517,-76.5716051
Royal Farms,grocery,convenience,39.2723617,-76.6006012
Giant,grocery,supermarket,38.7577384,-76.9946919
Cross Street Market,grocery,marketplace,39.2768079,-76.6133197
Food Mart,grocery,convenience,39.2996757,-76.5557334
Tiger Mart,grocery,convenience,39.3645199,-76.6094739
Wawa,grocery,convenience,39.2465016,-76.6732258
Harris Teeter,grocery,supermarket,39.2301529,-77.2508838
Carroll Motor Fuels,grocery,convenience,39.3630354,-77.1601898
Walmart Supercenter,grocery,supermarket,38.2839635,-77.4386502
Walmart Supercenter,grocery,supermarket,39.1900649,-76.6057649
Royal Farms,grocery,convenience,39.186285,-76.6118401
Shoppers Food & Pharmacy,grocery,supermarket,39.3580885,-76.5961501
G&E Hockers Supermarket,grocery,supermarket,38.5546505,-75.0824883
Lidl,grocery,supermarket,39.2853729,-76.7453576
Unnamed convenience,grocery,convenience,39.2062307,-76.7275619
Wawa,grocery,convenience,39.1950013,-75.547259
Sam's Club,grocery,wholesale,39.1927693,-75.5533956
Frank's Produce & Greenhouse,grocery,farm,39.1867989,-76.7905818
Dash In,grocery,convenience,38.5828547,-76.952501
Arrowhead Market,grocery,supermarket,39.5036522,-79.3254525
7-Eleven,grocery,convenience,38.9554924,-76.0765635
Acme,grocery,supermarket,38.3548438,-75.5993424
Wawa,grocery,convenience,39.503299,-76.3838054
Dash In,grocery,convenience,38.5290055,-76.9740374
Royal Farms,grocery,convenience,39.1373448,-76.6848374
Unnamed convenience,grocery,convenience,39.1362231,-76.6869538
Dash In,grocery,convenience,38.6024252,-77.1308925
Food Lion,grocery,supermarket,38.6304353,-77.0714665
Unnamed convenience,grocery,convenience,38.9822406,-76.3189886
Unnamed convenience,grocery,convenience,39.3618079,-76.6459144
Burchmart,grocery,convenience,38.2968566,-76.635772
7-Eleven,grocery,convenience,38.9887206,-76.5015856
Wawa,grocery,convenience,38.3028731,-76.5192646
Wawa,grocery,convenience,39.0269619,-76.4562749
Unnamed convenience,grocery,convenience,39.0271297,-76.4571516
7-Eleven,grocery,convenience,38.9744139,-76.2801613
Safeway Convenience Store,grocery,convenience,38.9739923,-76.276572
Burchmart,grocery,convenience,38.6483824,-76.9577623
ShopRite,grocery,supermarket,39.3301487,-76.6956914
7-Eleven,grocery,convenience,39.0847553,-76.7003903
Wawa,grocery,convenience,38.4267427,-76.7158769
7-Eleven,grocery,convenience,38.6012455,-76.9032227
Unnamed convenience,grocery,convenience,38.9742605,-76.3237816
Unnamed convenience,grocery,convenience,38.973732,-76.326478
Walmart Supercenter,grocery,supermarket,39.3659706,-76.7817221
Pisgah General Store,grocery,convenience,38.5406209,-77.1345658
Sunoco,grocery,convenience,38.5395122,-76.7870652
7-Eleven,grocery,convenience,39.2753019,-76.6414864
Giant,grocery,supermarket,38.5454736,-75.1071697
7-Eleven,grocery,convenience,38.8883302,-77.1599299
Weis,grocery,supermarket,38.5481149,-75.1071741
DiFebo's Market,grocery,deli,38.5401339,-75.071804
Wawa,grocery,convenience,38.5398728,-75.0707498
Unnamed supermarket,grocery,supermarket,38.5498697,-75.1306742
Pep-Up,grocery,convenience,38.531113,-75.0582583
Royal Farms,grocery,convenience,38.7154241,-75.0906212
Royal Farms,grocery,convenience,38.9887079,-76.1529855
One Stop,grocery,convenience,38.7020864,-75.0827513
Shell,grocery,convenience,39.0438302,-76.951352
Walmart Supercenter,grocery,supermarket,38.3693571,-77.5292098
Unnamed convenience,grocery,convenience,38.9825822,-76.532051
Harris Teeter,grocery,supermarket,38.4700576,-75.113943
Rolling Green Farm Market,grocery,farm,39.3017093,-77.3031391
7-Eleven,grocery,convenience,38.684782,-77.3155906
Unnamed supermarket,grocery,supermarket,38.2982955,-78.4428018
Loft Mountain Campstore,grocery,general,38.2507697,-78.6668887
Tiger Mart,grocery,convenience,38.9833873,-76.5390323
Annapolis International Market,grocery,supermarket,38.9802863,-76.5269233
Unnamed convenience,grocery,convenience,38.9761999,-76.5399527
7-Eleven,grocery,convenience,38.6361481,-77.35324
Giant Eagle,grocery,supermarket,39.4194983,-77.4478184
Royal Farms,grocery,convenience,39.3760994,-77.4088249
Cheesetique,grocery,cheese,38.8273152,-77.0585775
Sheetz,grocery,convenience,38.8669137,-78.5190422
Good To Go,grocery,convenience,39.6633605,-79.4198346
Unnamed convenience,grocery,convenience,38.647411,-79.3289472
Harris Teeter,grocery,supermarket,39.1148885,-77.2077277
Samsky's,grocery,convenience,38.6360358,-77.4377128
Crosby's Crab Company,grocery,seafood,38.6340046,-77.4333195
Charlie Bob's Market and Deli,grocery,convenience,38.6564878,-77.4409523
Unnamed convenience,grocery,convenience,38.8479956,-77.0836554
Dean's Shrimp Connection,grocery,seafood,38.634565,-77.432643
MOM's Organic Market,grocery,supermarket,39.0138415,-76.9199285
7-Eleven,grocery,convenience,38.9984226,-76.9247433
Unnamed convenience,grocery,convenience,39.0194253,-77.4694636
Wawa,grocery,convenience,39.7212486,-75.6568217
Unnamed convenience,grocery,convenience,38.9652158,-76.7941011
Unnamed convenience,grocery,convenience,38.99032,-79.1229133
Brentsville Superette,grocery,convenience,38.6886733,-77.4978235
Sheetz,grocery,convenience,39.6129228,-77.7300818
Best Buns Bread Company,grocery,bakery,38.8405256,-77.087261
Unnamed convenience,grocery,convenience,39.1081164,-77.5499753
Harris Teeter,grocery,supermarket,39.1364748,-77.6946265
Tiger Mart,grocery,convenience,39.2017238,-76.6550077
Royal Farms,grocery,convenience,39.2020667,-76.6549486
Weis,grocery,supermarket,39.4038779,-77.4290932
Giant,grocery,supermarket,39.1199716,-76.511435
Market Place,grocery,convenience,38.9939173,-76.536709
BJ's Wholesale Club,grocery,wholesale,39.2797208,-76.5557584
7-Eleven,grocery,convenience,38.5077949,-77.5355052
Sheetz,grocery,convenience,39.3408771,-78.7553096
Manassas Auto Care and Wash,grocery,convenience,38.761323,-77.4598218
The Market,grocery,convenience,38.0115936,-78.5023312
7-Eleven,grocery,convenience,39.6173114,-77.6938431
High's,grocery,convenience,39.4339699,-77.5188683
Costco,grocery,wholesale,39.3578632,-76.4448103
Food Master,grocery,convenience,38.0281313,-78.4859599
Prospect Market BP,grocery,convenience,38.0285513,-78.4948533
The Market at Cherry,grocery,convenience,38.0280298,-78.4916104
Sunshine Super Market,grocery,convenience,38.0290722,-78.4942525
Giolitti Deli,grocery,deli,38.9823,-76.5390871
Tiger Mart,grocery,convenience,38.6504762,-77.2954632
Fas Mart,grocery,convenience,38.0155203,-78.4728908
7-Eleven,grocery,convenience,38.6607355,-77.3542548
7-Eleven,grocery,convenience,38.6291664,-77.3235776
Shell,grocery,convenience,38.6401117,-77.2944691
Wawa,grocery,convenience,38.7315184,-75.13215
Wawa,grocery,convenience,38.9142178,-77.4257097
Unnamed convenience,grocery,convenience,38.6371586,-77.2980397
Drum Point Market,grocery,convenience,37.9682763,-76.0230086
Walmart Supercenter,grocery,supermarket,38.9602137,-78.1878305
7-Eleven,grocery,convenience,38.966599,-78.1885287
7-Eleven,grocery,convenience,38.9673266,-78.1912902
BP,grocery,convenience,38.9618972,-76.832846
Kings Convenience Store,grocery,convenience,38.6403548,-77.3478637
Royal Farms,grocery,convenience,39.4144422,-76.4630051
Food Lion,grocery,supermarket,38.0721628,-78.4803457
7-Eleven,grocery,convenience,38.7023133,-77.2096703
Walmart Supercenter,grocery,supermarket,39.4222077,-79.3911432
Wegmans,grocery,supermarket,38.7425478,-77.1610879
Wegmans,grocery,supermarket,38.0087688,-78.5004248
7-Eleven,grocery,convenience,38.3569983,-78.9242514
Royal Farms,grocery,convenience,39.3024265,-76.5433685
Stokesville Market & Supply,grocery,convenience,38.3563365,-79.1473792
To Go,grocery,convenience,39.1676705,-76.783206
Charlie Brown's Store,grocery,convenience,39.2615035,-77.8303523
Giant,grocery,supermarket,38.7750238,-76.0556423
7-Eleven,grocery,convenience,39.2926545,-77.8481219
Sheetz,grocery,convenience,39.4019617,-77.9122655
Shell Select,grocery,convenience,39.4816739,-76.250725
Bodo's Bagels,grocery,bakery,38.0351416,-78.4849569
Goco Food Mart,grocery,convenience,38.038236,-78.4815254
Unnamed convenience,grocery,convenience,38.0356935,-78.4855189
Mona Lisa Pasta,grocery,pasta,38.0385385,-78.489807
7-Eleven,grocery,convenience,38.468098,-77.4015702
Sheetz,grocery,convenience,39.6778135,-78.7367191
Sheetz,grocery,convenience,39.4263189,-77.4311146
Sprouts Farmers Market,grocery,supermarket,39.3977673,-76.5842693
Walmart Supercenter,grocery,supermarket,38.7026227,-75.4044115
Highland Market,grocery,supermarket,39.127271,-79.4690919
7-Eleven,grocery,convenience,39.0790561,-76.6862239
Walmart Supercenter,grocery,supermarket,39.1026366,-75.5461681
Doris' Deli,grocery,convenience,39.6196695,-78.2888703
7-Eleven,grocery,convenience,38.6335881,-77.3420744
Shell,grocery,convenience,39.1726916,-76.7849334
Food Lion,grocery,supermarket,39.0401182,-77.3583805
Trader Joe's,grocery,supermarket,39.0502637,-77.452911
7-Eleven,grocery,convenience,38.760373,-77.1599925
Royal Farms,grocery,convenience,39.1165413,-76.6346869
Shoppers Food & Pharmacy,grocery,supermarket,39.1181861,-76.6317495
Martin's Super Markets,grocery,supermarket,39.5436542,-77.9867175
Grady's,grocery,convenience,39.5022206,-78.7670553
Gypsey Flea Market,grocery,marketplace,39.3038917,-77.8128338
7-Eleven,grocery,convenience,39.0360003,-77.4106076
Norman's Farm Market,grocery,farm,38.9941921,-77.0642133
7-Eleven,grocery,convenience,38.9636858,-77.4957351
Giant,grocery,supermarket,39.0179289,-77.2111039
7-Eleven,grocery,convenience,38.9100789,-78.1835881
Uncle Willie’s,grocery,convenience,39.0716568,-75.5526761
Apple Mountain Exxon,grocery,convenience,38.9127724,-78.0997277
7-Eleven,grocery,convenience,38.9136359,-78.1009916
Valero,grocery,convenience,37.9881649,-75.8472215
Unnamed convenience,grocery,convenience,37.9462015,-75.54065
Sunoco,grocery,convenience,39.0422887,-77.4744842
7-Eleven,grocery,convenience,39.2294456,-77.2515465
Tiger Mart,grocery,convenience,39.5215361,-76.3474061
Wawa,grocery,convenience,38.5015334,-76.7738813
Giant,grocery,supermarket,38.3088957,-77.4280013
7-Eleven,grocery,convenience,38.3107665,-77.4287904
7-Eleven,grocery,convenience,39.3430701,-78.758939
7-Eleven,grocery,convenience,38.5519793,-76.5941821
7-Eleven,grocery,convenience,39.1549701,-76.5174266
Wawa,grocery,convenience,38.9358595,-76.5679796
Costco,grocery,wholesale,39.1965752,-76.6007539
Giant,grocery,supermarket,39.1967535,-76.6159663
Fort Valley Country Store,grocery,deli,38.8445584,-78.4165083
Unnamed convenience,grocery,convenience,38.7938656,-76.5615349
High's,grocery,convenience,38.8495196,-76.5576679
7-Eleven,grocery,convenience,38.0706887,-78.4860614
Exxon Tiger Mart,grocery,convenience,39.0887326,-76.7004151
Unnamed convenience,grocery,convenience,38.8958815,-76.9084013
7-Eleven,grocery,convenience,38.9182344,-76.9162284
APlus,grocery,convenience,39.0277792,-76.5036017
Harris Teeter,grocery,supermarket,38.9858651,-77.5349958
Graves Market & Deli,grocery,convenience,38.4883943,-78.3266922
32nd Street Farmer's Market,grocery,marketplace,39.3275406,-76.6106049
Royal Farms,grocery,convenience,38.8074437,-75.4401391
Royal Farms,grocery,convenience,38.9690219,-76.4840107
The Hive Bakeshop,grocery,bakery,39.3166448,-77.6279399
Food Lion,grocery,supermarket,38.0477786,-77.3589535
Port Royal Supermarket,grocery,convenience,38.1619868,-77.1971112
Philomont General Store,grocery,general,39.0565901,-77.7403336
7-Eleven,grocery,convenience,38.9304737,-76.5686855
Safeway,grocery,supermarket,38.9282487,-76.5723436
AC&T,grocery,convenience,39.6091825,-77.7300679
